expected_return,volatility,sharpe_ratio,weight_120507,weight_120844,weight_101208,weight_100025,weight_119120
0.04022984237769793,0.013324068156421861,3.0193362796863337,0.27033253718068123,0.15329439230229386,0.29989681525296086,0.24358136226992383,0.03289489299414017
0.03916482650161901,0.013296413467814934,2.945518097524622,0.31458233472476604,0.24542396358810226,0.2534607207214677,0.04130930949822033,0.1452236714674436
0.042905048429547274,0.007948743705303817,5.3977144087459745,0.11559969078493085,0.288927499985812,0.200730866736876,0.25650349211181583,0.1382384503805653
0.044564534619876174,0.0044070629744606335,10.112071208905357,0.09858785174831003,0.24060742084251596,0.027687209883803597,0.3590689942533857,0.2740485232719846
0.04168644340738738,0.010910068235489031,3.820915003243225,0.20189742166277824,0.09441899016842008,0.25852077269632756,0.23786013424674832,0.2073026812257259
0.04343153711820503,0.00520942265548268,8.337111421069917,0.12618377001065284,0.3025740174879495,0.028397867868604966,0.10002547795846915,0.44281886667432363
0.04082920725077618,0.009524959327045359,4.286549249070798,0.2587675386724135,0.3361611624833877,0.11320798901186788,0.12871618884971148,0.1631471209826194
0.042773444258119804,0.010215189877770054,4.1872392750331455,0.11199254769554791,0.07679387773055223,0.2811792077538516,0.13412135859986288,0.3959130082201855
0.042106572029730185,0.008964844714127021,4.696854588387641,0.1403502356332797,0.26733631028059696,0.22482429523655242,0.10028717667541391,0.26720198217415697
0.04013858097534563,0.01233885835295081,3.2530222673110254,0.3494692451256512,0.1682626415555738,0.1252065948129582,0.2963739464278317,0.06068757207798499
0.0433827307210743,0.011580969328482505,3.7460362332864316,0.08455598730077943,0.0031140492479214232,0.33284861174733305,0.2812146769910959,0.2982666747128701
0.03815298823930514,0.015353868490008696,2.4849104487336615,0.3784961858224191,0.2224816341562578,0.2757248223579818,0.06777336115128192,0.055523996512059234
0.04181205989195616,0.009444716179924446,4.427031908151066,0.21530462204249923,0.15174856547254212,0.1820727214384421,0.2464198982866463,0.20445419275987026
0.03986277345992341,0.011155395294013465,3.5734075224851725,0.2937895563661355,0.2967762591543033,0.16130904502789942,0.016355301398712007,0.2317698380529497
0.040991677260369626,0.016605454905631797,2.4685669554567373,0.12131936529530234,0.23096913265239002,0.482487019364282,0.13226196246812982,0.032962520219895784
0.04303905545921263,0.009439851569903839,4.559293664789166,0.10915556477485626,0.11389206472732084,0.2567733016969236,0.21608614036020532,0.3040929284406939
0.03844077316761081,0.016635949180568287,2.3107051332250865,0.3202428121346137,0.1959051914823095,0.39241135592672144,0.08049192764491699,0.01094871281143843
0.04316573393705836,0.008428127128780629,5.121628242845873,0.04649789036191355,0.37300370710219616,0.23849891188867337,0.0832756873442974,0.2587238033029196
0.04305267152057954,0.008221771778501658,5.236422596058181,0.07702948605650964,0.3521532410587404,0.22563662372302598,0.1926955816380815,0.1524850675236424
0.0410485373293679,0.010081650077310551,4.071609013860782,0.2918449635521877,0.16753308641629955,0.040585267287136656,0.05464124914648976,0.44539543359788636
0.041858933570342455,0.008902779330297343,4.701782670035517,0.2508446582087169,0.1931779957708151,0.0734024619853387,0.26757416221383135,0.215000721821298
0.04050405769612303,0.010563829659120016,3.834221016727099,0.2941104109762795,0.18435444935781709,0.11168945934807009,0.03954522731943422,0.37030045299839903
0.041344521126716806,0.010643593222234167,3.8844514501314524,0.26497256112818124,0.11764705677841154,0.17787259254957463,0.33673821140218774,0.10276957814164489
0.04061861871151855,0.010930300822972878,3.7161482899123808,0.2523908735209741,0.22348845947703389,0.21198091987321707,0.12731090500869002,0.1848288421200849
0.04028245955465902,0.011224740015289591,3.5887209414016668,0.3289190933134898,0.365943671014884,0.04755255286456085,0.23415077777034277,0.02343390503672261
0.04060800119804784,0.010450276902937664,3.8858301627043565,0.2976881680555357,0.19878057685788553,0.08709299717157266,0.062312575120136965,0.3541256827948693
0.04312706646469816,0.008025470093809993,5.373774490538799,0.06524730726545633,0.35383402457255825,0.22224054746928404,0.13266854379581106,0.22600957689689025
0.04435033225826868,0.007431901224896402,5.967562123901465,0.009790717526173519,0.4115521648379807,0.20707434745885853,0.3360630963844935,0.035519673792493725
0.041632343632505876,0.011881352481392,3.504007115158686,0.1643888707394168,0.16575647339056657,0.3167894642168512,0.19312466867315256,0.15994052298001282
0.041542656799453806,0.012360171446562807,3.3610097545213455,0.16899968423262315,0.20988825424485003,0.3295936063507168,0.2778376775567775,0.013680777615032625
0.040258799772385424,0.011189367756111202,3.5979512560392535,0.3272036793315081,0.3548710730828393,0.05553729450760488,0.21939300063396938,0.042994952444078464
0.041748856626691006,0.010104652806845716,4.131646819018554,0.2162559889704458,0.09047138170677882,0.21213268219387332,0.2338702212447284,0.24726972588417367
0.04322172587214284,0.00542372496115586,7.969011367960623,0.05835721468720592,0.49615213072847,0.12469397935442725,0.020264278853317285,0.3005323963765796
0.04242677074550609,0.009192453217498212,4.615391532778757,0.11312048847868232,0.25306169287081814,0.2464931477868172,0.09671812137606352,0.29060654948761894
